,Timestamp,Id,SequenceId,SequenceSet,VectorGazeX,VectorGazeY,VectorGazeZ,GazeX,GazeY
5276,638345129103129094,1451.0,1.0,1.0,-0.07763138,-0.1347129,0.9878389,2708.88233743608,2173.564523458481
5277,638345129104195270,1451.0,1.0,1.0,-0.07537828,-0.1278385,0.9889264,2717.331463471055,2139.1925364732742
5278,638345129104694408,1451.0,1.0,1.0,-0.06304007,-0.1111959,0.991797,2763.5997366160154,2055.979497730732
5279,638345129105130093,1451.0,1.0,1.0,-0.08521749,-0.1213755,0.9889418,2680.4344095289707,2106.8775057792664
5280,638345129105691143,1451.0,1.0,1.0,0.125102,-0.08766865,0.988263,3469.1324941813946,1938.3432492613792
5281,638345129106173367,1451.0,1.0,1.0,0.129648,-0.08981349,0.9874842,3486.180000007153,1949.0674659609797
5282,638345129106701692,1451.0,1.0,1.0,0.1263761,-0.09484772,0.9874376,3473.91040250659,1974.238581955433
5283,638345129107173502,1451.0,1.0,1.0,0.1283448,-0.09490699,0.987178,3481.2930151820183,1974.5349660515783
5284,638345129108194277,1451.0,1.0,1.0,0.1216583,-0.0952265,0.9879935,3456.21863566339,1976.132482290268
5285,638345129108697035,1451.0,1.0,1.0,0.06796333,-0.07788336,0.9946432,3254.862494766712,1889.4168138504028
5286,638345129109182288,1451.0,1.0,1.0,0.1122464,-0.08034519,0.9904269,3420.9240060299635,1901.725955307484
5287,638345129110200597,1451.0,1.0,1.0,0.1620268,-0.0655361,0.9846078,3607.600472867489,1827.6804834604263
5288,638345129110736230,1451.0,1.0,1.0,0.0,0.0,0,3000.0,1500.0
5289,638345129111664290,1451.0,1.0,1.0,0.2303895,-0.200874,0.9521399,3863.960646092892,2504.370003938675
5290,638345129112218417,1451.0,1.0,1.0,0.3000084,-0.08984463,0.9496963,4125.0314489007,1949.223145842552
5291,638345129112702582,1451.0,1.0,1.0,0.2967342,-0.09592987,0.9501296,4112.753301858902,1979.649342596531
5292,638345129113179101,1451.0,1.0,1.0,0.2040994,-0.1134188,0.9723577,3765.372756868601,2067.094013094902
5293,638345129114235207,1451.0,1.0,1.0,0.2032474,-0.1190785,0.9718595,3762.1777430176735,2095.3925102949142
5294,638345129114700634,1451.0,1.0,1.0,0.3925657,-0.1195273,0.9119241,4472.121365368366,2097.6365134119987
5295,638345129115180975,1451.0,1.0,1.0,0.4096848,-0.1094075,0.9056425,4536.318026483059,2047.037497162819
5296,638345129115721345,1451.0,1.0,1.0,0.4368311,-0.09774432,0.8942174,4638.116575777531,1988.7216165661807
5297,638345129116183331,1451.0,1.0,1.0,0.471554,-0.09311759,0.8769071,4768.327541649342,1965.5879363417623
5298,638345129117228160,1451.0,1.0,1.0,0.0,0.0,0,3000.0,1500.0
5299,638345129117722760,1451.0,1.0,1.0,0.0,0.0,0,3000.0,1500.0
5300,638345129118183849,1451.0,1.0,1.0,0.4918981,-0.07852695,0.8671042,4844.617836177349,1892.6347568631168
5301,638345129118731386,1451.0,1.0,1.0,0.4774125,-0.08152888,0.8748888,4790.296845138073,1907.644398510456
5302,638345129119850736,1451.0,1.0,1.0,0.4343883,-0.09174381,0.8960412,4628.956161439419,1958.7190598249435
